CONSTRAINT;OUTPUT;PERIOD;PERCENTAGE
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;12;1.2946740866949267
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;13;1.2946740866949384
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;14;3.6170852052031695
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;15;4.626453206440497
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;16;2.3093640661606103
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;17;1.1185020639978247
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;18;0.13750220307635488
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;19;0.9996405576966491
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;20;0.999640557696611
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;1;1.3101294829179176e-13
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;2;4.349945112700146
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;3;4.349945112700229
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;4;4.349945112700228
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;5;4.349945112700449
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;6;4.349945112700535
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;7;6.076578955800787
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;8;6.900647646989451
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;9;4.645758187181604
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;10;4.41961861964525
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;11;2.040191961573297
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;12;1.2946740866948792
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;13;1.2946740866948558
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;14;3.6170852052031472
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;15;4.626453206440387
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;16;2.3093640661607138
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;17;1.1185020639978818
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;18;0.13750220307641145
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;19;0.9996405576964607
OSUPREALREGAFIN_HARTIF25UTR(UTR6) <=443.000000   1;OVOLTOTREC;20;0.9996405576965166
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;1;8.188309268236984e-14
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;2;4.349945112700179
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;3;4.3499451127002615
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;4;4.3499451127003255
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;5;4.349945112700531
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;6;4.349945112700601
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;7;6.076578955800679
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;8;6.900647646989541
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;9;4.645758187181604
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;10;4.4196186196451706
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;11;2.0401919615731607
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;12;1.294674086694903
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;13;1.2946740866949504
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;14;3.617085205202994
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;15;4.626453206440519
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;16;2.3093640661606725
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;17;1.118502063997863
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;18;0.13750220307644914
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;19;0.9996405576964793
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) >=2559.000000   1;OVOLTOTREC;20;0.9996405576966297
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;1;9.825971121884382e-14
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;2;4.349945112700293
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;3;4.349945112700326
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;4;4.349945112700358
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;5;4.349945112700547
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;6;4.349945112700601
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;7;6.076578955800725
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;8;6.900647646989436
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;9;4.645758187181631
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;10;4.419618619645184
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;11;2.040191961573297
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;12;1.2946740866948911
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;13;1.294674086694915
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;14;3.6170852052030815
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;15;4.626453206440365
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;16;2.3093640661608585
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;17;1.118502063998015
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;18;0.13750220307644914
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;19;0.9996405576964228
OSUPREALREGAFIN_HARHTIF75UTR(UTR7) <=2828.000000   1;OVOLTOTREC;20;0.9996405576965732
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;1;1.3101294829179176e-13
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;2;4.34994511270026
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;3;4.349945112700424
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;4;4.349945112700358
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;5;4.349945112700515
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;6;4.349945112700585
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;7;6.076578955800756
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;8;6.900647646989737
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;9;4.64575818718148
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;10;4.419618619645276
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;11;2.0401919615734836
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;12;1.2946740866949973
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;13;1.2946740866949975
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;14;3.6170852052029057
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;15;4.626453206440651
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;16;2.3093640661607964
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;17;1.1185020639977867
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;18;0.1375022030762795
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;19;0.9996405576965924
OSUPREALREGAFIN_HARTIF25UTR(UTR7) >=424.000000   1;OVOLTOTREC;20;0.9996405576965732
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;1;8.188309268236984e-14
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;2;4.349945112700244
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;3;4.349945112700424
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;4;4.349945112700423
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;5;4.349945112700579
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;6;4.349945112700682
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;7;6.076578955800695
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;8;6.900647646989391
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;9;4.645758187181577
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;10;4.4196186196452105
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;11;2.04019196157331
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;12;1.2946740866948911
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;13;1.2946740866949622
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;14;3.6170852052027955
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;15;4.626453206440519
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;16;2.309364066160838
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;17;1.1185020639976724
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;18;0.13750220307626063
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;19;0.9996405576965924
OSUPREALREGAFIN_HARTIF25UTR(UTR7) <=468.000000   1;OVOLTOTREC;20;0.9996405576966297
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;1;9.825971121884382e-14
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;2;4.349945112700325
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;3;4.349945112700359
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;4;4.3499451127003255
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;5;4.349945112700547
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;6;4.349945112700585
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;7;6.076578955800725
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;8;6.900647646989361
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;9;4.6457581871815075
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;10;4.419618619645157
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;11;2.040191961573198
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;12;1.2946740866948911
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;13;1.2946740866948794
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;14;3.617085205202994
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;15;4.626453206440475
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;16;2.3093640661607138
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;17;1.1185020639977676
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;18;0.1375022030763172
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;19;0.9996405576967621
OVOLTOTREC =1429600.000000   2;OVOLTOTREC;20;0.9996405576966865
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;1;1.473895668282657e-13
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;2;-8.143209417105126e-14
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;3;-3.2572837668420513e-14
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;4;-8.143209417105126e-14
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;5;6.514567533684115e-14
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;6;1.3029135067368246e-13
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;7;6.869732510652214
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;8;8.418406671631876
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;9;4.6927245298749645
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;10;3.7843951475286444
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;11;3.183525896234085
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;12;3.3206109858579156
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;13;3.3206109858579755
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;14;5.191868388722446
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;15;6.079745166578118
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;16;3.1116094012307745
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;17;0.22763874297784983
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;18;-0.4507421840361436
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;19;1.5904425050143338
OVOLGRREC <=1317500.000000   2;OVOLTOTREC;20;1.5904425050143143
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;1;1.3101294829179176e-13
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;2;-4.885925650263075e-14
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;3;3.2572837668420513e-14
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;4;-1.6286418834210254e-14
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;5;1.6286418834210288e-13
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;6;1.1400493183947215e-13
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;7;6.869732510652028
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;8;8.418406671632102
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;9;4.692724529874758
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;10;3.784395147528525
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;11;3.1835258962340975
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;12;3.3206109858578685
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;13;3.320610985857951
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;14;5.191868388722512
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;15;6.079745166578339
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;16;3.1116094012308784
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;17;0.2276387429780021
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;18;-0.45074218403620014
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;19;1.590442505014315
OVOLGRREC >=1291400.000000   2;OVOLTOTREC;20;1.5904425050142956
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;1;1.637661853647397e-13
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;2;-4.885925650263075e-14
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;3;8.143209417105127e-14
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;4;-3.257283766842051e-14
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;5;1.6286418834210288e-13
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;6;2.280098636789443e-13
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;7;6.8697325106518745
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;8;8.41840667163192
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;9;4.6927245298746065
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;10;3.784395147528684
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;11;3.183525896234296
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;12;3.32061098585814
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;13;3.3206109858581168
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;14;5.191868388722687
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;15;6.079745166578097
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;16;3.1116094012307536
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;17;0.22763874297826864
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;18;-0.45074218403584193
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;19;1.5904425050140696
OVOLGFIREC <=126400.000000   2;OVOLTOTREC;20;1.5904425050139936
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;1;1.3101294829179176e-13
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;2;-1.628641883421025e-14
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;3;1.6286418834210257e-14
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;4;0.0
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;5;1.7915060717631319e-13
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;6;6.514567533684123e-14
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;7;6.869732510652509
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;8;8.4184066716352
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;9;4.692724529875803
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;10;3.784395147526819
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;11;3.183525896233303
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;12;3.3206109858580692
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;13;3.320610985858105
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;14;5.191868388723304
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;15;6.079745166579746
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;16;3.1116094012322244
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;17;0.2276387429771645
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;18;-0.4507421840391223
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;19;1.5904425050143716
OVOLGFIREC >=123900.000000   2;OVOLTOTREC;20;1.5904425050143143
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;1;1.8014280390121364e-13
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;2;-1.628641883421025e-14
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;3;1.7915060717631283e-13
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;4;1.6286418834210252e-13
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;5;2.1172344484473373e-13
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;6;2.280098636789443e-13
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;7;6.869732510652028
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;8;8.418406671632116
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;9;4.692724529874854
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;10;3.7843951475286577
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;11;3.1835258962339483
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;12;3.32061098585788
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;13;3.3206109858578685
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;14;5.191868388722534
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;15;6.079745166578492
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;16;3.111609401230899
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;17;0.22763874297796408
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;18;-0.4507421840361436
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;19;1.5904425050142963
OVOLGFTREC <=-0.000000   2;OVOLTOTREC;20;1.5904425050142765
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;1;1.8014280390121364e-13
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;2;-1.628641883421025e-14
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;3;1.7915060717631283e-13
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;4;1.6286418834210252e-13
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;5;2.1172344484473373e-13
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;6;2.280098636789443e-13
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;7;6.869732510652028
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;8;8.418406671632116
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;9;4.692724529874854
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;10;3.7843951475286577
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;11;3.1835258962339483
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;12;3.32061098585788
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;13;3.3206109858578685
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;14;5.191868388722534
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;15;6.079745166578492
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;16;3.111609401230899
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;17;0.22763874297796408
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;18;-0.4507421840361436
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;19;1.5904425050142963
OVOLGFTREC >=-0.000000   2;OVOLTOTREC;20;1.5904425050142765
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;1;1.473895668282657e-13
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;2;0.0
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;3;2.7686912018157434e-13
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;4;1.7915060717631278e-13
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;5;3.7458763318683666e-13
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;6;3.7458763318683706e-13
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;7;6.869732510651982
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;8;8.418406671632493
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;9;4.692724529874827
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;10;3.7843951475286706
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;11;3.183525896233973
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;12;3.3206109858579747
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;13;3.320610985857987
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;14;5.191868388722534
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;15;6.079745166578449
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;16;3.111609401230733
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;17;0.22763874297796408
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;18;-0.4507421840360305
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;19;1.590442505014051
OVOLTOTPIEDINC+OVOLTOTPIEDINC[4]*-1.000000 >=-0.000000   5.._LENGTH;OVOLTOTREC;20;1.5904425050140316
_NDY(OVOLTOTPIEDINC) 4.._LENGTH ;OVOLTOTREC;1;1.1463632975531778e-13
_NDY(OVOLTOTPIEDINC) 4.._LENGTH ;OVOLTOTREC;2;3.25728376684205e-14
_NDY(OVOLTOTPIEDINC) 4.._LENGTH ;OVOLTOTREC;3;3.2572837668420513e-14
_NDY(OVOLTOTPIEDINC) 4.._LENGTH ;OVOLTOTREC;4;3.257283766842051e-14
_NDY(OVOLTOTPIEDINC) 4.._LENGTH ;OVOLTOTREC;5;9.771851300526174e-14
_NDY(OVOLTOTPIEDINC) 4.._LENGTH ;OVOLTOTREC;6;6.514567533684123e-14
_NDY(OVOLTOTPIEDINC) 4.._LENGTH ;OVOLTOTREC;7;6.7794042693638366
_NDY(OVOLTOTPIEDINC) 4.._LENGTH ;OVOLTOTREC;8;8.652197444580297
